"","IDN","ISBN","year","author","language","title","uniform.title","publisher","country"
"260","9959070810903338","9786082594231","2019","Salten, Felix","mac","Bambi","Bambi","Skopje","XA-MK"
"262","9958359766603338","9789523393561","2016","Salten, Felix","fin","Bambin lapset","Bambis Kinder","Helsinki","XA-FI"
"263","990049352600603392","9789523307476","2016","Salten, Felix","fin","Bambin lapset","Bambis Kinder","Helsinki","XA-FI"
"266","990049203310603392","9788508166138","2015","Brezina, Thomas","por","Os bandidos da internet","<<Die>> Internet-Banditen","São Paulo, SP","XD-BR"
"267","9958995001003338","9788664071246","2020","Drainac, Rade","srp","Bandit oder Dichter","fail","Beograd","XA-RS"
"268","9959050207603338","9788854527454","2023","Seethaler, Robert","ita","Il bar senza nome","<<Das>> Café ohne Namen","Vicenza","XA-IT"
"269","990049511720603392","9788799468379","2015","Bernhard, Thomas","dan","Et barn","<<Ein>> Kind","[Frederiksberg]","XA-DK"
"272","9958513773403338","9786056723124","2017","Waterhouse, Peter","tur","Başka İnsanlar","Andere Menschen","Çukurova/Adana","XB-TR"
"276","990048762300603392","9789750723391","2014","Janisch, Heinz","tur","Bay Jaromir ve çalınan elmaslar","Herr Jaromir und die gestohlenen Juwelen","Galatasaray, İstanbul","XB-TR"
"277","990050353700603392","9789750732898","2016","Janisch, Heinz","tur","Bay Jaromir ve usta hırsız","Herr Jaromir und der Meisterdieb","Galatasaray, İstanbul","XB-TR"
"280","990017601110603392","9783492053723","2010","Márai, Sándor","ger","Befreiung","Szabadulás","München [u.a.]","XA-DE-BY"
"282","990046343310603392","9787539190365","2014","Härtling, Peter","chi","Bei yi wang de bao luo","Paul, das Hauskind","Nan chang","XB-CN"
"286","9958512569903338","9783898769259","2018","Härtling, Peter","fry","Ben mei Anna so hal liis","Ben liebt Anna","Husum","XA-DE-SH"
"287","9958589477203338","9789100183486","2019","Handke, Peter","swe","Berättelse om ett liv","Wunschloses Unglück","[Stockholm]","XA-SE"
"288","9959029409003338","9789026360053","2022","Knecht, Doris","dut","Het bericht","<<Die>> Nachricht","Amsterdam","XA-NL"
"289","990044955330603392","9785911031640","2013","Roth, Joseph","rus","Berlin i okrestnosti","fail","Moskva","XA-RU"
"291","9958889753803338","9783751800730","2022","Dhôtel, André","ger","Bernard der Faulpelz","Bernard le paresseux","Berlin","XA-DE"
"293","990045157010603392","9788770905800","2011","Hula, Saskia","dan","Bertil og bøgerne","<<Der>> Lesemuffel","[Århus]","XA-DK"
"294","990045157020603392","9788770905817","2011","Hula, Saskia","dan","Bertil og feriehaeftet","<<Der>> Mathemuffel","[Århus]","XA-DK"
"295","990050075080603392","9788740604245","2015","SchreiberWicke, Edith","dan","Et besøg juleaften","Besuch am Weihnachtsabend","[Aarhus]","XA-DK"
"298","9959017406603338","9785911036386","2023","Bernhard, Thomas","rus","Beton","Beton","Moskva","XA-RU"
"301","9959078403703338","9789188903457","2023","Bernhard, Thomas","swe","Betong","Beton","Stockholm","XA-SE"
"302","9958872654603338","9783311133971","2021","Simenon, Georges","ger","Betty","Betty","Zürich","XA-CH"
"303","990042652360603392","9781906548735","2012","Zweig, Stefan","eng","Beware of pity","Ungeduld des Herzens","London","XA-GB"
"304","990042401420603392","9788072602483","2011","Améry, Jean","cze","Bez viny a trestu","Jenseits von Schuld und Sühne","Praha","XA-CZ"
"305","9958938906703338","9788671881777","2018","Roth, Joseph","srp","Bežane bez kraja","<<Die>> Flucht ohne Ende","Novi Sad","XA-RS"
"306","9958515373803338","9783150111833","2018","Poláček, Karel","ger","Die Bezirksstadt","Okresní město","Ditzingen","XA-DE"
"308","9958507278303338","9787115476197","2018","Brezina, Thomas","chi","Bian shen yao shui","<<Das>> Gift des roten Leguans","Bei jing","XB-CN"
"311","9959085509003338","9782267050783","2023","Handke, Peter","fre","Bienvenue au conseil de surveillance","Begrüßung des Aufsichtsrats","[Paris]","XA-FR"
"314","9958558924003338","9786053606604","2019","Zweig, Stefan","tur","Bilinmeyen bir kadının mektubu","Brief einer Unbekannten","İstanbul","XB-TR"
"316","9958959405203338","9783462004236","2022","Maljarčuk, Tanja","ger","Biografie eines zufälligen Wunders","Biohrafija vypadkovoho čuda","Köln","XA-DE-NW"
"319","9958126301003338","9786052981139","2017","Zweig, Stefan","tur","Bir kadının hayatından 24 saat","Vierundzwanzig Stunden aus dem Leben einer Frau","İstanbul","XB-TR"
"323","9958978611203338","9786257693288","2021","Kafka, Franz","tur","Bir Savaşın Tasviri","Beschreibung eines Kampfes","Istanbul","XB-TR"
"327","990050024000603392","9781784161897","2017","Elsberg, Marc","eng","Blackout","Blackout","London","XA-GB"
"342","9958955509503338","9786192620189","2022","Preses, Peter","bul","Bokerer","<<Der>> Bockerer","Sofija","XA-BG"
"347","990044489400603392","9783446245020","2014","Velikić, Dragan","ger","Bonavia","Bonavia","Berlin","XA-DE-BY"
"349","9959070807603338","9786192620318","2023","Hochgerner, Isa","bul","Borbata na Paula","Paulas Kampf","Sofija","XA-BG"
"351","990049756710603392","9788393850235","2014","Risojević, Ranko","pol","Bośniacki kat","Bosanski dželat","Kraków","XA-PL"
"352","990042783050603392","9783518224700","2012","Lipuš, Florjan","ger","Boštjans Flug","Boštjanov let","Berlin","XA-DE"
"354","990037774810603392","9789600514940","2010","Bernhard, Thomas","gre","Ta brabeia mu","Meine Preise <griech., neugriech.>","Athēna","XA-GR"
"355","990047567240603392","9788493982768","2012","Zweig, Stefan","spa","Brasil","Brasilien","Madrid","XA-ES"
"356","990036566300603392","9780735823228","2010","Bansch, Helga","eng","Brava, Mimi!","Mimi kleine Ballerina","New York, NY [u.a.]","XD-US"
"357","990048080980603392","9788651917038","2013","Zweig, Stefan","srp","Brazil","Brasilien","Beograd","XA-RS"
"363","990049526930603392","97883.80531123","2016","Haas, Wolf","pol","Brennerová","Brennerova","Warszawa","XA-PL"
"365","990050283200603392","9789198280500","2015","Rilke, Rainer Maria","swe","Brev till en ung poet","Briefe an einen jungen Dichter","Stockholm","XA-SE"
"366","990045666880603392","9788673468198","2011","Andrić, Ivo","eng","The bridge on the Drina","Na Drini ćuprija","Beograd","XA-SP"
"367","9958872730903338","9783942701495","2021","Rouzier, Agnès","ger","Briefe an einen toten Dichter","Lettres à un écrivain mort","Saarbrücken","XA-DE-SL"
"373","990050835580603392","9788056403112","2017","Brezina, Thomas","slo","Brnenie dračieho zabijaka","<<Die>> Rüstung des Drachentöters","V Bratislave","XA-SK"
"374","990042353840603392","9783866601451","2012","Tillard, Paul","ger","Das Brot der verfluchten Zeiten","<<Le>> pain des temps maudits","[Leipzig]","XA-DE"
"375","990043045350603392","9783423142359","2013","Andrić, Ivo","ger","Die Brücke über die Drina","Na Drini ćuprija","München","XA-DE"
"376","990044046570603392","9782228909778","2013","Zweig, Stefan","fre","Brûlant secret","Brennendes Geheimnis","Paris","XA-FR"
"377","990046240950603392","9783312006298","2014","Cohen, Albert","ger","Das Buch meiner Mutter","<<Le>> livre de ma mère","Zürich","XA-CH"
"378","990050281000603392","9788492913701","2010","Wander, Fred","spa","La buena vida o de la serenidad ante el horror","<<Das>> gute Leben oder von der Fröhlichkeit im Schrecken","Valencia","XA-ES"
"380","990049592700603392","9789756227985","2015","Härtling, Peter","tur","Büyükbaba taşınıyor","Alter John","İstanbul","XB-TR"
"383","9958497376303338","9789632446103","2016","Luhn, Usch","hun","A buksi hadművelet","Geheimcode Schnüffelnase","Budapest","XA-HU"
"385","990049778020603392","9789933164942","2016","Luhn, Usch","ara","Būnī hīrts fī ḫaṭar","Ponyherz in Gefahr","Dubai","XB-AE"
"386","990049778050603392","9789933164959","2016","Luhn, Usch","ara","Būnī hīrts wa-'l-buṭūla al-kabīra","Ponyherz und das große Turnier","Dubai","XB-AE"
"391","990043516510603392","9781611458411","2013","Perutz, Leo","eng","By night under the stone bridge","[Nachts unter der steinernen Brücke]","New York, NY","XD-US"
"392","9958803068203338","9788024391489","2019","Thurner, Michael Marcus","cze","Bydlišté Lemurica","Quartier Lemurica","Brno","XA-CZ"
"398","9959063505103338","9782848054926","2023","Seethaler, Robert","fre","Le café sans nom","<<Das>> Café ohne Namen","Paris","XA-FR"
"399","9958800276403338","9782757882856","2020","Rilke, Rainer Maria","fre","Les cahiers de Malte Laurids Brigge","<<Die>> Aufzeichnungen des Malte Laurids Brigge","Paris","XA-FR"
"400","990049075280603392","9789660370227","2014","Glauser, Friedrich","ukr","Čajuvannja trʹoch litnich dam","<<Der>> Tee der drei alten Damen","Charkiv","XA-UA"
"418","9958873241403338","9788856672541","2019","Nöstlinger, Christine","ita","Cara Susi, caro Paul","Liebe Susi, lieber Paul!","Milano","XA-IT"
"422","990047519360603392","9788415660460","2013","Kafka, Franz","spa","Carta al padre","Brief an den Vater","Alzira","XA-ES"
"425","990047995980603392","9788497167987","2012","Hofmannsthal, Hugo ","spa","Carta de Lord Chandos","<<Ein>> Brief","Palma","XA-ES"
"427","9958549578003338","9789896418502","2018","Kafka, Franz","por","Cartas a Milena","Briefe an Milena","Lisboa","XA-PT"
"428","990049795210603392","9788491041474","2015","Kafka, Franz","spa","Cartas a Milena","Briefe an Milena","Madrid","XA-ES"
"429","9959066994103338","9789895424344","2020","Hofmannsthal, Hugo ","por","Cartas para este tempo","<<Ein>> Brief","Lisboa","XA-PT"
"430","990050231520603392","9788416139606","2015","Rilke, Rainer Maria","cat","Cartes a un poeta jove","Briefe an einen jungen Dichter","Barcelona","XA-ES"
"432","990039174070603392","9788080895648","2011","Brezina, Thomas","slo","Čary sa začínajú!","1 ,2 ,3, es beginnt die Hexerei","Bratislava","XA-SK"
"436","990043042700603392","9781908968869","2013","Schnitzler, Arthur","eng","Casanova's return to Venice","Casanovas Heimfahrt","London","XA-GB"
"438","990048048720603392","9788467562156","2013","Brezina, Thomas","spa","Un caso para ti y el equipo tigre","An der Knochenküste","Boadilla del Monte (Madrid)","XA-ES"
"439","990048048610603392","9788467561333","2015","Brezina, Thomas","spa","Un caso para ti y el equipo tigre","Im Donnertempel","Boadilla del Monte (Madrid)","XA-ES"
"440","990048048670603392","9788467562187","2013","Brezina, Thomas","spa","Un caso para ti y el equipo tigre","<<Die>> Ritter-Robots","Boadilla del Monte (Madrid)","XA-ES"
"441","990048048700603392","9788467562163","2013","Brezina, Thomas","spa","Un caso para ti y el equipo tigre","<<Die>> Internet-Banditen","Boadilla del Monte (Madrid)","XA-ES"
"442","990048048730603392","9788467562170","2013","Brezina, Thomas","spa","Un caso para ti y el equipo tigre","<<Der>> Saurierfriedhof","Boadilla del Monte (Madrid)","XA-ES"
"450","990046425310603392","9780141183442","2011","Kafka, Franz","eng","The castle","<<Das>> Schloss","London [u.a.]","XA-GB"
"451","990049203320603392","9788508151301","2015","Brezina, Thomas","por","Cavalos assombrados","<<Der>> Pferde-Poltergeist","São Paulo, SP","XD-BR"
"452","9958807572803338","9782851819727","2020","Jelinek, Elfriede","fre","Ce qui arriva après le départ de Nora ou Les soutiens des sociétés","Was Geschah, nachdem Nora ihren Mann verlassen hatte oder Stützen der Gesellschaften","Paris","XA-FR"
"453","990048020420603392","9782916136806","2015","Stangl, Thomas","fre","Ce qui vient","Was kommt","Paris","XA-FR"
"455","9959024009703338","9786084852025","2018","Seethaler, Robert","mac","Cel život","<<Ein>> ganzes Leben","Skopje","XA-MK"
"457","990047192370603392","9782851818102","2013","Ransmayr, Christoph","fre","Celui qui naîtra ou les étendues célestes d'Anselm Kiefer","<<Der>> Ungeborene oder die Himmelsareale des Anselm Kiefer","Paris","XA-FR"
"459","990042372740603392","9788025311431","2010","Brezina, Thomas","cze","Černá kletba","<<Der>> Fluch des blinden Magiers","Praha","XA-CZ"
"460","990039195220603392","9788025313756","2012","Brezina, Thomas","cze","Černí bojovníci","<<Die>> Nacht der Ninjas","Praha","XA-CZ"
"461","990045919960603392","9788080897451","2013","Brezina, Thomas","slo","Červený drak","Roter Drache und grüne Rache","Bratislava","XA-SK"
"463","990057794740603392","9788073254223","2017","Roth, Joseph","cze","Cesta do Ruska","Reise nach Rußland","Brno","XA-CZ"
"465","990047577800603392","9788662890368","2014","Werfel, Franz","srp","Četrdeset dana Musa Daga","<<Die>> vierzig Tage des Musa Dagh","Beograd","XA-SP"
"467","9958563560303338","9786053328094","2017","Kafka, František","ota","Ceza Kolonisinde ve Diger Öyküler","fail","Istanbul","XB-TR"
"470","9959070807903338","9786192620325","2023","Vögel, Stefan","bul","Chaim & Adolf","Chaim und Adolf","Sofija","XA-BG"
"473","9958800276603338","9782882506016","2020","Čapek, Karel","fre","Le châtiment de Prométhée et autres fariboles","Kniha apokryfů","[Paris]","XA-FR"
"475","9958797475403338","9788893819992","2019","Nöstlinger, Christine","ita","Che stress!","Oh, du Hölle!","Milano","XA-IT"
"479","990050384240603392","9780241305164","2017","Zweig, Stefan","eng","Chess","fail","London","XA-GB"
"480","990037039310603392","9780141196305","2011","Zweig, Stefan","eng","Chess","Schachnovelle","London","XA-GB"
"483","990049796720603392","9787115410702","2016","Brezina, Thomas","chi","Chi jiao hong pao gui","Lichter im Hexenmoor","Bei jing","XB-CN"
"485","9958887431303338","9789569974915","2021","Cotten, Ann","spa","Chinese market of Baratijas","fail","[Providencia, Santiago de Chile]","XD-CL"
"486","9958603879103338","9788993690699","2020","Handke, Peter","kor","Chinjŏnghan nŭkkim ŭi sigan","fail","Kyŏnggi-do Koyang-si","XB-KR"
"489","9958987608203338","9786192620240","2023","Baum, Vicki","bul","Chorata v chotela","Menschen im Hotel","Sofija","XA-BG"
"493","9958662561803338","9785917634869","2019","Kramer, Theodor","rus","Chvala otčajaniju","Lob der Verzweiflung","Moskva","XA-RU"
"494","9958807573603338","9782743650100","2020","Zweig, Stefan","fre","Ciceron","Cicero","Paris","XA-FR"
"497","9958609774203338","9788381431927","2020","Raabe, Melanie","pol","Cień","<<Der>> Schatten","Warszawa","XA-PL"
"503","990050326050603392","9788056400760","2016","Brezina, Thomas","slo","Cintorín pravekých jašterov","<<Der>> Saurier-Friedhof","Bratislava","XA-SK"
"504","990049211810603392","9785170952656","2016","Jelinek, Elfriede","rus","Čisto rejnskoe ZOLOTO","rein GOLD","Moskva","XA-RU"
"507","9958573442803338","9788680830049","2018","Seethaler, Robert","srp","Čitav život","<<Ein>> ganzes Leben","Beograd","XA-RS"
"508","990047232380603392","1442487526","2014","Salten, Felix","eng","The city jungle","Freunde aus aller Welt","New York, NY [u.a.]","XD-US"
"510","9958887343003338","9783492062763","2022","Hagen, Layla","ger","City of Hearts – Robert & Skye","One Perfect Touch","München","XA-DE"
"511","9958887342603338","9783492063555","2022","Hagen, Layla","ger","City of Kisses – Tess & Liam","My One and Only","München","XA-DE"
"512","9958887342803338","9783492062756","2021","Hagen, Layla","ger","City of love - Heather & Ryker","Just one kiss","München","XA-DE-BY"
"513","9958887342903338","9783492062749","2021","Hagen, Layla","ger","City of love - Hunter & Josie","You're the one","München","XA-DE-BY"
"514","9958887342703338","9783492063494","2022","Hagen, Layla","ger","City of Promises - Laney & Cole","One Beautiful Promise","München","XA-DE-BY"
"525","9958872654503338","9783835350908","2021","Jaccottet, Philippe","ger","Clarté Notre-Dame","fail","Göttingen","XA-DE-NI"
"526","9959029409603338","9789152744970","2022","Bernhard, Thomas","swe","Claus Peymann köper sig ett par byxor och går ut med mig och äter","Claus Peymann kauft sich eine Hose und geht mit mir essen","Malmö","XA-SE"
"529","990050353690603392","9782012705708","2015","Brezina, Thomas","fre","Le Club de tigres et la Malédiction du pharaon","fail","Paris","XA-FR"
"530","9958811571003338","9783944891705","2018","Kafka, Franz","tur","Çocuklar ve büyükler için Kafka","Kafka für Kinder und Erwachsene","Düsseldorf","XA-DE-NW"
"534","9958800373103338","9781782276319","2020","Zweig, Stefan","eng","The collected stories of Stefan Zweig","fail","London","XA-GB"
"540","9958884638003338","9782203157330","2019","Moser, Erwin","fre","Complètement givré!","fail","Bruxelles","XA-BE"
"545","9958816575003338","9782072900471","2020","Handke, Peter","fre","Conférence du Nobel","Nobelvorlesung","Paris","XA-FR"
"548","9958503478403338","9789896232375","2017","Canetti, Elias","por","A consciência das palavras","<<Das>> Gewissen der Worte","Lisboa","XA-PT"
"550","9958540971903338","9788466144766","2018","Brezina, Thomas","cat","Conspiració a la roca de l'infern","Verschwörung am Höllenstein","Barcelona","XA-ES"
"555","990038754420603392","9780811219501","2012","Janouch, Gustav","eng","Conversations with Kafka","Gespräche mit Kafka","New York, NY","XD-US"
"556","9958779154903338","9781782275978","2020","Roth, Joseph","eng","The Coral Merchant","fail","London","XA-GB"
"559","9959017482603338","9789493186804","2023","Bernhard, Thomas","dut","Correctie","Korrektur","Bleiswijk","XA-NL"
"560","9958584372203338","9782366244519","2019","Innerhofer, Franz","fre","Côté ombre","Schattseite","Paris","XA-FR"
"561","990038043800603392","9782729119171","2011","Handke, Peter","fre","Les coucous de Velika Hoča","<<Die>> Kuckucke von Velika Hoča","Paris","XA-FR"
"564","9958512651903338","9788652127054","2017","Musil, Robert","srp","Čovek bez osobina","fail","Beograd","XA-RS"
"565","9958512651803338","9788652127061","2017","Musil, Robert","srp","Čovek bez osobina","fail","Beograd","XA-RS"
